SMILES,SMILES_state,Warheads,Linker,NLL,cluster
CCC(=O)Nc5cc(N4CCN(c2cccc3c(=O)n(C1CCC(=O)NC1=O)c(=O)c23)C(F)C4)cc(C)c5Nc8ncc7cc(c6c(Cl)c(OC)cc(OC)c6Cl)ccc7n8,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]N1CC(F)N([Es])CC1,7.33,3
CCC(=O)Nc1cc(C2(C3CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN([Es])CC2)CC1,5.15,1
CCC(=O)Nc1cc(C2C[C@@H]3C[C@H]2CN3c2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1C[C@@H]2C[C@H]1CN2[Es],8.07,1
CCC(=O)Nc1cc(C2CC3CC(CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)(C3)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2CC(CN[Es])(C1)C2,10.67,1
CCC(=O)Nc1cc(C2CC3(CCN(CC4CN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)CC3)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2(CCN(CC3CN([Es])C3)CC2)C1,9.07,0
CCC(=O)Nc1cc(N2CCN(c3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]N1CCN([Es])CC1,6.95,3
CCC(=O)Nc1cc(C2(C3(O)CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2(O)CCN([Es])CC2)CC1,6.31,1
CCC(=O)Nc1cc(C2CN(C3CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C(C)C3)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CN(C2CCN([Es])C(C)C2)C1,13.39,1
CCC(=O)Nc1cc(C2(C3CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CCC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN([Es])CC2)CCC1,5.69,1
CCC(=O)Nc1cc(C2CC3(C2)CN(CC2CCCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C2)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2(C1)CN(CC1CCCN([Es])C1)C2,10.21,2
CCC(=O)Nc1cc(C2(CN3CCN(C4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(CN2CCN(C3CCN([Es])CC3)CC2)CC1,11.26,0
CCC(=O)Nc6cc(N5CCN(CC4CN(c2cccc3c(=O)n(C1CCC(=O)NC1=O)c(=O)c23)C4)CC5)cc(C)c6Nc9ncc8cc(c7c(Cl)c(OC)cc(OC)c7Cl)ccc8n9,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]N2CCN(CC1CN([Es])C1)CC2,4.62,5
CCC(=O)Nc1cc(C2CCC(N3CCn4c(nnc4C4CCC(Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC(N2CCn3c(nnc3C3CCC(N[Es])CC3)C2)CC1,15.59,11
CCC(=O)Nc1cc(C2CCC(N3CCC4(CC3)CC(CN(C)C(C)C3CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C3)C4)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC(N2CCC3(CC2)CC(CN(C)C(C)C2CCN([Es])C2)C3)CC1,22.11,11
CCC(=O)Nc6cc(N5CCN(CC4CCN(c2cccc3c(=O)n(C1CCC(=O)NC1=O)c(=O)c23)C(Cl)C4)CC5)cc(C)c6Nc9ncc8cc(c7c(Cl)c(OC)cc(OC)c7Cl)ccc8n9,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]N2CCN(CC1CCN([Es])C(Cl)C1)CC2,5.65,5
CCC(=O)Nc1cc(C2CCC3(CC2)CN(c2cccc4c2C(=O)N(C2CCC(=O)NC2=O)C4=O)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC2(CC1)CN([Es])C2,3.6,1
CCC(=O)Nc1cc(C2(C3CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C3)CCC(OC(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN([Es])C2)CCC(OC(C)(C)C)CC1,18.52,7
CCC(=O)Nc1cc(C2(C(C)(C)C#N)CCC(N3CCC(OC4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C(C)(C)C#N)CCC(N2CCC(OC3CCN([Es])CC3)CC2)CC1,16.92,11
CCC(=O)Nc1cc(C2(C3(C(=O)O)CN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2(C(=O)O)CN([Es])C2)CC1,12.74,1
CCC(=O)Nc1cc(C2CCC3(CC2)CC(N2CCC4(CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC2)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC2(CC1)CC(N1CCC3(CC1)CCN([Es])CC3)C2,11.88,11
CCC(=O)Nc1cc(C2CCC(N3CCN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC(N2CCN([Es])CC2)CC1,4.71,0
CCC(=O)Nc6cc(N5CCN(CC4CCN(c2cccc3c(=O)n(C1CCC(=O)NC1=O)c(=O)c23)C4)CC5)cc(C)c6Nc9ncc8cc(c7c(Cl)c(OC)cc(OC)c7Cl)ccc8n9,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]N2CCN(CC1CCN([Es])C1)CC2,4.17,5
CCC(=O)Nc1cc(C2(C)CCC3(CC2)CC3C(=O)C2(O)CCN(c3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C)CCC2(CC1)CC2C(=O)C1(O)CCN([Es])CC1,16.55,0
CCC(=O)Nc1cc(C2(F)CCC(C3(O)CC4(CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)C3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(F)CCC(C2(O)CC3(CCN([Es])C3)C2)CC1,13.87,0
CCC(=O)Nc1cc(C2(C3(O)CCC4(CC3)CC(OC3CN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C3)C4)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2(O)CCC3(CC2)CC(OC2CN([Es])C2)C3)CC1,15.68,11
CCC(=O)Nc1cc(C2(C)CC(OCCOCCOCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C)CC(OCCOCCOCCCN[Es])C1,13.64,11
CCC(=O)Nc1cc(C2CCC3(CC2)CCN(c2cccc4c2C(=O)N(C2CCC(=O)NC2=O)C4=O)CC3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC2(CC1)CCN([Es])CC2,5.78,1
CCC(=O)Nc1cc(C2(C)CC3(CN(c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C3)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C)CC2(C1)CN([Es])C2,4.69,1
CCC(=O)Nc1cc(C2CC(NCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(O)C(F)(F)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC(F)(F)C(O)C(NCCCN[Es])C1,21.15,11
CCC(=O)Nc1cc(C2CC(C)(O)C3(C2)CN(c2cccc4c2C(=O)N(C2CCC(=O)NC2=O)C4=O)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC(C)(O)C2(C1)CN([Es])C2,9.45,1
CCC(=O)Nc1cc(C2CC3CC(OC4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)CC3C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2CC(OC3CCN([Es])C3)CC2C1,10.73,0
CCC(=O)Nc1cc(C2(C3CCN(C(=O)C4CC(O)C5(CCN(c6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)CC3)CN(C)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN(C(=O)C3CC(O)C4(CCN([Es])CC4)C3)CC2)CN(C)C1,22.84,11
CCC(=O)Nc1cc(C2CCC(N3CCC(Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC(N2CCC(N[Es])CC2)CC1,5.96,0
CCC(=O)Nc1cc(C2(C)CCC(CCNC(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C)CCC(CCNC(=O)CN[Es])CC1,16.52,0
CCC(=O)Nc1cc(C2C3CC2N(c2cccc4c2C(=O)N(C2CCC(=O)NC2=O)C4=O)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1C2CC1N([Es])C2,6.35,1
CCC(=O)Nc1cc(C23CCC(Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)(CC2)CC3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C12CCC(N[Es])(CC1)CC2,4.58,1
CCC(=O)Nc1cc(C2CC3(CC(Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)C3)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2(C1)CC(N[Es])C2,4.42,1
CCC(=O)Nc1cc(C2CCC(N3CCOC(C4CN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)C3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CCC(N2CCOC(C3CN([Es])C3)C2)CC1,9.9,0
CCC(=O)Nc1cc(C2(C3CCN(CC4CN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN(CC3CN([Es])C3)CC2)CC1,7.9,0
CCC(=O)Nc1cc(C2(C3CCN(C)CC3Cc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1(C2CCN(C)CC2C[Es])CC1,14.89,1
CCC(=O)Nc1cc(C2CC3(C2)CC(N2CCC(OCC4CCCN4c4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC2)C3)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,[Po]C1CC2(C1)CC(N1CCC(OCC3CCCN3[Es])CC1)C2,16.37,8
