Agent,Prior,Target,Score,SMILES,SMILES_state,Warheads,Linker,Scaffold,docking with boltz,docking with boltz (raw),num_clash (docking with boltz),lgKd_ternary (docking with boltz),dist_ub (docking with boltz),dist_ub_square (docking with boltz),ref_model (docking with boltz),step
16.7073,23.1259,5.1913,0.2212282,CCC(=O)Nc1cc(C2CCN(C(=O)C=CCN3CCC(COC4CC(C(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)C4)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]C1CCN(C(=O)C=CCN2CCC(COC3CC(C(=O)[*])C3)CC2)CC1,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1)C1CC(OCC2CCN(CC=CC(=O)N3CCC(c4ccc(Nc5ncc6cc(-c7ccccc7)ccc6n5)cc4)CC3)CC2)C1,0.2212282,0.2212,0,-3.9066720008850098,44.084442138671875,1943.4380386779085,model1_clean.pdb,2
8.0927,10.4191,8.2575,0.1459109,CCC(=O)Nc1cc(C2CCN(CCNCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]C1CCN(CCNCCOCC(=O)[*])CC1,O=C(COCCNCCN1CCC(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.1459109,0.1459,0,-4.329409122467041,51.4310302734375,2645.1508749872446,model1_clean.pdb,2
16.3288,23.0892,9.2782,0.2528709,CCC(=O)Nc1cc(N2CCC(C(=O)CCCCC(=O)N(C)CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(C(=O)CCCCC(=O)N(C)CCCC(=O)[*])CC1,O=C(CCCCC(=O)C1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCCCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2528709,0.2529,0,-4.148428916931152,43.49903869628906,1892.1663675012533,model1_clean.pdb,2
6.7947,9.2844,24.2260,0.2618002,CCC(=O)Nc1cc(N2CCC(CN3CCC(COCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(CN2CCC(COCC(=O)[*])CC2)CC1,O=C(COCC1CCN(CC2CCN(c3ccc(Nc4ncc5cc(-c6ccccc6)ccc5n4)cc3)CC2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2618002,0.2618,0,-4.676581382751465,44.29277038574219,1961.8495084440801,model1_clean.pdb,2
6.1775,6.1006,32.3463,0.3003666,CCC(=O)Nc1cc(N2CCC(COCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(COCC(=O)[*])CC1,O=C(COCC1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.3003666,0.3004,0,-4.247676849365234,41.430198669433594,1716.4613617887371,model1_clean.pdb,2
6.9074,7.9972,11.1674,0.1497234,CCC(=O)Nc1cc(N2CCN(C(=O)CCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCN(C(=O)CCOCCOCC(=O)[*])CC1,O=C(COCCOCCC(=O)N1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.1497234,0.1497,0,-4.40522575378418,51.227760314941406,2624.2834268850856,model1_clean.pdb,2
6.2498,7.6674,60.6633,0.5338336,CCC(=O)Nc1cc(N2CCN(CC(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCN(CC(=O)CCCCC(=O)[*])CC1,O=C(CCCCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1)CN1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1,0.5338336,0.5338,0,-4.371681213378906,30.028223037719727,901.6941788030417,model1_clean.pdb,2
8.1197,11.5396,35.5819,0.3681368,CCC(=O)Nc1cc(N2CC[C@@H](NC(=O)COCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CC[C@@H](NC(=O)COCCOCC(=O)[*])C1,O=C(COCCOCC(=O)N[C@@H]1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)C1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.3681368,0.3681,0,-4.081789016723633,35.92623519897461,1290.6943755720422,model1_clean.pdb,2
10.3030,10.0889,18.8601,0.2261646,CCC(=O)Nc1cc(N2C[C@@H]3C[C@H]2CN3C(=O)CCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1C[C@@H]2C[C@H]1CN2C(=O)CCCCC(=O)[*],O=C(CCCCC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(Nc2ncc3cc(-c4ccccc4)ccc3n2)cc1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2261646,0.2262,0,-4.775557518005371,46.403892517089844,2153.321240737627,model1_clean.pdb,2
9.5668,9.1855,25.8165,0.2734532,CCC(=O)Nc1cc(C2CCN(C(=O)CCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]C1CCN(C(=O)CCCOCCC(=O)[*])CC1,O=C(CCOCCCC(=O)N1CCC(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2734532,0.2735,0,-4.690839767456055,43.7362060546875,1912.8557200580835,model1_clean.pdb,3
12.8588,16.1463,33.2093,0.3855903,CCC(=O)Nc1cc(N2CC(NC(=O)CCNCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)C2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CC(NC(=O)CCNCCCC(=O)[*])C1,O=C(CCCNCCC(=O)NC1CN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)C1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.3855903,0.3856,0,-4.506936073303223,38.14995574951172,1455.4191236897022,model1_clean.pdb,3
8.1540,18.4857,11.8739,0.2371847,CCC(=O)Nc1cc(N2CCC(CC(=O)CCCC(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(CC(=O)CCCC(=O)CCC(=O)[*])CC1,O=C(CCCC(=O)CC1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)CCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2371847,0.2372,0,-4.635244369506836,45.59041976928711,2078.486374739805,model1_clean.pdb,3
14.6155,16.6104,7.1515,0.1856399,CCC(=O)Nc1cc(N2CCC(N3CCN(C(=O)CC(C)(C)OCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(N2CCN(C(=O)CC(C)(C)OCC(=O)[*])CC2)CC1,O=C(COCCC(=O)N1CCN(C2CCN(c3ccc(Nc4ncc5cc(-c6ccccc6)ccc5n4)cc3)CC2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.1856399,0.1856,0,-4.178430557250977,47.776954650878906,2282.6373957121396,model1_clean.pdb,3
18.4188,31.3581,-10.0121,0.1667653,CCC(=O)Nc1cc(N2CCC(N3[C@@H]4CC[C@H]3CC(OCCC(=O)COCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c5scnc5C)cc3)C(C)(C)C)C4)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(N2[C@@H]3CC[C@H]2CC(OCCC(=O)COCC(=O)[*])C3)CC1,O=C(CCOC1C[C@H]2CC[C@@H](C1)N2C1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)COCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.1667653,0.1668,0,-4.0888824462890625,49.28271484375,2428.7859823703766,model1_clean.pdb,3
7.1120,8.8114,21.6771,0.2381910,CCC(=O)Nc1cc(N2CCC(NC(=O)CCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(NC(=O)CCCOCC(=O)[*])CC1,O=C(COCCCC(=O)NC1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.2381910,0.2382,0,-4.654350280761719,45.456016540527344,2066.2494397326955,model1_clean.pdb,3
6.6842,9.1134,12.8114,0.1712875,CCC(=O)Nc1cc(N2CCC(NC(=O)CCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(NC(=O)CCOCCC(=O)[*])CC1,O=C(CCOCCC(=O)NC1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5)ccc4n3)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.1712875,0.1713,0,-4.246580600738525,49.79757308959961,2479.798285614015,model1_clean.pdb,3
15.7051,15.3726,42.6567,0.4533539,CCC(=O)Nc1cc(N2CCC(NCCN3CCN(C(=O)CC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC2)cc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1,*c1cc(C)c(Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)c(NC(=O)CC)c1|*N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*]N1CCC(NCCN2CCN(C(=O)CC(=O)[*])CC2)CC1,O=C(CC(=O)N1CCN(CCNC2CCN(c3ccc(Nc4ncc5cc(-c6ccccc6)ccc5n4)cc3)CC2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,0.4533539,0.4534,0,-4.762749671936035,35.3996467590332,1253.13499066433,model1_clean.pdb,3
